q1,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q2_99,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q3_8,q3_9,q3_10,q3_98,q3_99,q3_98_text,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q4_10,q4_11,q4_12,dv1_1,dv1_2,dv2_1,dv2_2,dv3_1,dv3_2,dv4_1,dv4_2,dv11_1,dv11_2,dv17_1,dv17_2,dv30_1,dv30_2,dv6_1,dv6_2,dv28_1,dv28_2,dv5_1,dv5_2,dv31_1,dv31_2,dv7_1,dv7_2,dv8_1,dv8_2,dv12_1,dv12_2,dv13_1,dv13_2,dv14_1,dv14_2,dv15_1,dv15_2,dv16_1,dv16_2,dv10_1,dv10_2,dv18_1,dv18_2,dv19_1,dv19_2,dv33_1,dv33_2,dv20_1,dv20_2,dv21_1,dv21_2,dv22_1,dv22_2,dv23_1,dv23_2,dv24_1,dv24_2,dv25_1,dv25_2,dv26_1,dv26_2,dv27_1,dv27_2,dv29_1,dv29_2,dv32_1,dv32_2,dv9_1,dv9_2,dv34_1,dv34_2,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_98,q5_98_text,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q6_99,q6_99_text,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_99,q7_99_text,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_99,q8_99_text,q9,q10,q11,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9,q13_10,q13_11,q13_12,q13_13,q13_14,q13_15,q13_16,q13_17,q13_18,q13_19,q13_99,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q14_7,q14_8,q14_9,q14_10,q14_11,q14_12,q14_13,q14_14,q14_15,q14_16,q14_17,q14_18,q14_19,q14_20,q15_1,q15_2,q15_3,q15_4,q16,q17,q18,q19,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_7_text,q20,q21_1,q21_2,q21_3,q21_4,q22,prolific_pid,test1,test2,test3,test4,test11,test17,test30,test6,test28,test5,test31,test7,test8,test12,test13,test14,test15,test16,test10,test18,test19,test33,test20,test21,test22,test23,test24,test25,test26,test27,test29,test32,test9,test34
2,1, ,1,1,1,1,1, , ,1, , , , ,1, ,1,1, , , ,1,3,1,1,1,2,2,2,2,1,1,1, , , , ,4,4,3,3, , ,3,3, , , , ,4,4,4,4, , , , , , ,4,4, , ,5,4, , , , , , , , ,3,3, , ,3,4, , , , ,5,4, , , , , , ,3,3, , ,4,3,3,3, , , , , , , , , , ,1, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , ,3, , , ,1, , , , ,1, , , , , , , , ,1, , ,1, , ,1, , , , ,4, , , , , , , , ,2, , ,1, , ,4, , ,7,2,1978,2, , , , , , , , ,1, , ,1, ,18,65ee381df4583f5eca71ccb6, , ,3B,4C, ,17D, , ,28F,5C, , , ,12C, ,14B, , , , ,19D, ,20C, , ,23E, , , ,27A, ,32D,9F, 
1,1, , ,1, ,1, , , ,1, , , , ,1, ,1, , , , ,2,1,2,1,2,3,3,2,3,1,1,1, , ,4,4, , , , ,4,4, , ,4,4, , ,4,5, , ,5,4, , , , ,4,4, , ,2,2, , , , , , ,4,4, , , , , , ,4,5, , ,2,2, , , , ,4,5, , ,4,5, , , , ,4,5, , , , , , , , ,1, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2, , ,6,2,1989,1,1,1,1, , , , , ,2, , , , ,31,65c10d3ba0b6d12cd458bd94, ,2A, , ,11C, ,30A, ,28D, ,31E, , ,12D, ,14E, , , ,18D, , , ,21E, ,23D, , ,26C, ,29E, , ,34C
1,1,1,1,1,1,1, , ,1,1, ,1, ,1,1,1,1,1, , , ,3,3,3,4,3,3,3,3,4,3,1,1, , ,5,4, , ,4,4, , ,5,4, , , , ,4,4,4,4, , ,4,4, , , , , , , , ,4,5, , ,4,4, , , , , , , , , , ,4,4, , ,4,5, , ,4,4, , ,4,4, , , , ,4,4, , , ,1,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , ,3,3, ,4, ,1,1, , , , , ,1, , , , , , , ,1, , , , , ,5, , , , , ,3, , , , , , , ,1, , , , , , , ,99,2,1977,1, , , , , , , , ,2, , , , ,19,66a53f0e7f48598d440de084, ,2B, ,4D, ,17D, , ,28E,5E, ,7A, , , , ,15E, ,10F, , , , , ,22B, ,24C, ,26B, ,29F, , ,34B
1,1,1,1,1,1,1, , ,1,1,1, ,1,1,1, ,1,1, , , ,1,2,1,1,1,2,3,3,3,1,1,2,4,4, , , , , , ,4,4,5,5, , ,4,4, , , , ,4,4, , , , ,4,4, , , , ,4,4, , , , , , , , ,4,5, , ,4,4, , , , , , ,4,4,5,5, , , , ,4,4,4,4, , , , ,1,1, , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,1,3,3, , , , ,1,1, ,1, , , , , , , , ,1, , ,1, , , , ,2,1, ,2, , , , , , , , ,1, , ,2, , , , , ,7,1,1987,1, , , , , , , , ,2, , , , ,11,58c38ef58158840001b5c230,1F, , , ,11F,17A, ,6A, , ,31C, , ,12D, , ,15A, , , , ,33A, ,21B, , , ,25E,26C, , ,32F,9E, 
1,1,1,1,1,1,1, , ,1, , , , ,1, , ,1, , , , ,1,1,2,1,2,4,4,4,2,1,1,1,3,4, , , , , , ,3,4, , ,4,2,4,5, , , , ,5,4, , , , ,1,4, , , , ,1,3, , ,4,5, , , , , , , , ,3,3, , ,4,3, , , , , , ,4,4, , ,4,3,4,5, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,1, , , , ,1, , ,1,1, ,1, , , , , , , , ,3, , , , ,2, , ,5,3, ,3, , , , , , , , ,99,2,1993,1, , , , , , , , ,2, , , , ,49,66d6605db57e9f68c8948dfc,1E, , , ,11D, ,30B,6C, , ,31D, , ,12B, , ,15C, ,10D, , , , ,21F, ,23C, , , ,27B, ,32B,9C, 
1,1,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1, ,1, , , ,1,1,2,1,1,1,3,4,1,1,1,1,4,4, , , , ,5,5, , , , ,4,3,4,4, , ,5,5, , , , ,4,4, , , , , , ,5,4, , ,4,5, , , , , , , , ,5,5, , , , , , ,5,3, , ,5,5, , ,4,5, , ,5,5, , , ,1, ,1, , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , ,3,4, ,4, ,1, , ,1, ,1,1,1,1, , ,1,1,1,1, ,1, , , ,3, , ,3, ,3,3,4,3, , ,3,3,4,3, ,6, , , , , , ,7,1,1988,1, , , , , , , , ,99, , , , ,15,660c7427cb3a408efc628357,1A, , ,4F, , ,30C,6B, ,5C, , ,8F, , , ,15F, ,10E, , , , ,21D, , , ,25A, ,27A, ,32A, ,34D
1,1,1,1,1,1,1, , ,1, , , , ,1,1,1,1,1, , , ,1,4,1,1,1,4,4,4,4,2,1,1,4,5, , , , , , ,4,5, , ,4,2,4,5, , , , ,4,4,4,4, , , , , , , , , , ,4,5, , , , , , ,4,5,5,5, , , , , , , , ,5,5,4,4, , ,4,5, , , , ,4,5, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , ,1, , ,1, ,1, , , ,1, ,1, , , , , , , , ,2, , ,2, ,2, , , ,2, ,2, , , , , , , , ,7,2,1981,1, , , , , , ,1,n/a,2, , , , ,50,5d82be0cf45ead000150f026,1F, , , ,11A, ,30C,6F, , ,31B,7E, , , , , ,16D, , , ,33B,20D, , , , ,25B,26A, ,29D, , ,34A
1,1,1,1,1,1,1,1, ,1,1, , , ,1, , ,1,1, , , ,1,4,1,1,1,4,3,3,4,4,1,1,4,4, , , , ,5,5, , , , ,4,2,5,4, , ,4,5, , , , , , ,5,5,5,4, , , , , , , , , , ,5,4, , , , ,5,5, , , , ,4,4, , , , ,4,4, , ,4,4,4,5, , , , ,1,1,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,3,4, , ,1, , , , ,1,1, , , , , ,1,1,1, , , , , ,2, , , , ,4,3, , , , , ,3,3,3, , , , , , , , , ,7,2,1990,2, , , , , , , , ,2, , , , ,31,5a98d411f05361000171ebe7,1D, , ,4E, , ,30A,6E, ,5F, , , ,12B,13D, , , , , ,19F, , ,21A, , ,24E, , ,27B, ,32E,9B, 
1,1,1,1,1,1,1,1, ,1,1, ,1, , , , ,1, , , , ,1,3,1,1,1,3,4,4,4,4,1,4, , , , ,4,3,3,3, , , , ,4,2, , ,2,2, , ,4,3, , ,4,3, , , , , , , , ,4,3, , ,5,2, , , , , , , , ,5,3, , ,1,1, , ,5,3, , ,3,1, , ,4,3, , ,1, , ,1,1, , , ,1,1, , , ,1, , , , , , , , , , , , ,1, , , , , , , , ,2,3, ,5, , ,1, ,1, ,1, , , , , , , , , , , , , , , ,4, ,4, ,4, , , , , , , , , , , , , ,2,3, ,4,7,1,1990,1, , , , , , , , ,1, , ,1, ,36,674b3b45f390921a88f24747, , ,3D,4B, , ,30F, ,28B, ,31F, ,8E, , , , ,16D, ,18E, , , , ,22F, ,24D, ,26F, ,29B, ,9F, 
1,1,1,1,1, ,1,1, ,1,1, , ,1,1,1,1,1,1, , , ,1,4,1,1,1,4,1,3,4,1,1,1, , , , ,2,5,4,5, , ,2,3, , , , ,1,5, , ,1,4,2,4, , , , ,2,4, , , , , , , , ,5,3, , , , ,4,5, , , , , , , , ,1,1, , ,1,3,2,5, , , , ,3,4, , , , , , ,1,daring, ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,5,4, , , , , , , ,1,1, , , , , , , , ,1, , , , , , , , , ,5,3, , , , , , , , , , , , , , , , , ,7,2,1991,2, , , , , , , , ,2, , , , ,34,5cc99b0973d6e70001c2fc87, , ,3F,4E, ,17B, , ,28B, ,31F,7B, , ,13B, , , , ,18C, , ,20F, , , , ,25F, ,27E,29C, , ,34F
1,1,1,1,1,1,1,1, ,1,1,1, ,1, ,1,1,1,1, , , ,4,1,1,1,1,4,4,4,4,2,1,1, , ,5,5, , , , ,2,4,5,5, , , , ,4,5, , ,5,5,3,4, , , , , , , , , , ,4,5, , , , ,5,5, , , , , , ,5,4, , , , ,5,4,5,5, , , , ,5,5, , ,5,5, ,1,1,1,1,1, , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , ,3,4,5, ,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1, , ,1, ,2,3,3,2,2,4,3,2,3,1, ,2,3,1,2,3, , ,3, , , ,4, ,99,2,1989,2, , , , , , ,1,none,2, , , , ,49,5d23cee7771223001647e8c7, ,2F, , ,11E,17C, , ,28F, ,31C,7B, , , , , ,16F, , ,19B, , , ,22A, , ,25C,26B, , ,32C, ,34A
1,1,1,1,1,1,1,1, ,1,1, , ,1,1,1,1,1,1, , , ,1,1,1,1,2,2,1,2,1,2,1,1, , ,4,5, , , , ,5,5, , ,5,3,4,5, , ,4,5, , ,5,4, , , , , , ,2,4, , , , , , , , , , ,5,4, , , , ,4,4, , ,4,4, , ,3,2, , ,5,5, , , , ,4,5, , , ,1, ,1, , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1,2, , , ,1, ,1,1,1, , ,1, , ,1,1,1, , , , ,1, , ,2, ,4,3, , , ,2, , ,5,2,4, , , , ,2, , ,3, , ,6,2,1994,2, , , , , , , , ,1,1, , , ,48,5a9dd8b1873cda00010d18c5, ,2C, , ,11E, ,30E,6A, ,5D, ,7F, , , ,14A, , , , , ,33E, , ,22E, ,24A, ,26F, ,29E, , ,34E
1,1,1,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1, , , ,4,4,4,1,1,4,4,4,4,3,1,1, , ,5,5, , , , ,5,5, , ,5,2, , ,5,5,5,5, , ,5,5, , , , , , , , ,4,5, , , , ,5,5, , , , ,5,5, , , , ,5,5, , , , , , ,5,5, , ,5,5, , ,5,5,1, , ,1,1, , , ,1, , , , ,1, , , , , , , , ,1, , , , , , , ,1, , , , ,2,1,1,1, , , , , ,1,1, ,1, , ,1,1,1,1, , , ,1, , , , , , ,1,1, ,4, , ,2,2,3,2, , , ,3, ,2,1, , ,6,2,1980,3, , ,1,1, , , , ,2, , , , ,18,672148f928fcaa56a3b26dac, ,2B, , ,11F, ,30D, ,28C,5A, ,7D, , , , ,15A, , ,18F, , ,20A, , ,23F, , , ,27D, ,32A, ,34D
1,1,1,1,1,1,1, , ,1, , ,1, ,1,1,1,1,1, , , ,4,3,1,1,4,4,4,4,4,4,1,1, , ,2,2, , ,2,4, , , , ,3,2, , ,1,2, , ,4,4, , ,1,2, , ,2,4, , , , , , ,3,3, , , , , , , , , , ,2,4, , , , ,4,1, , ,3,2,3,2, , , , ,2,2, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4, , ,4, , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , ,3, , , , , , ,3, , , , , , , , ,5,2,1974,2, , , , , , , , ,2, , , , ,26,662d0e2441cfa56ee3b70fa8, ,2A, ,4D, , ,30D, ,28E, ,31C, ,8C, ,13F, , , ,10B, , , , , ,22C, , ,25F, ,27C,29E, , ,34A
1,1,1,1,1,1,1, , ,1,1, ,1, ,1,1,1, , , , , ,2,3,1,1,2,2,3,2,2,4,1,1,4,4, , , , ,3,4, , ,5,4, , , , ,2,4, , ,4,3, , , , ,4,4, , , , , , ,5,4, , , , , , ,5,4, , ,4,4, , , , , , ,1,2,4,3, , , , ,4,3,4,4, , ,1, ,1, ,1, , , , , , , , ,1, , , , , , , , , , , , ,1, , , ,1, , , , ,2,3, ,3,1,1,1,1,1, ,1, ,1,1,1, , , , , , , ,1, ,3,3,4,3,2, ,3, ,4,2,1, , , , , , , ,2, ,3, , ,1,7,2,1969,2, , , , , , , , ,1, , , ,1,34,63c068ce0fbe9f6e7790e09d,1B, , ,4A, ,17C, , ,28D, ,31A, , ,12F, , , ,16A, , , ,33C, ,21F, , , ,25E,26E, , ,32F,9C, 
1,1,1,1,1,1,1, , ,1,1, , ,1, ,1,1,1, , , , ,1,1,1,1,1,1,3,4,4,4,1,1, , , , ,3,3, , ,3,3, , ,4,3,3,5, , ,3,4, , ,3,4, , , , , , , , ,1,1, , , , , , ,4,4, , , , , , ,4,4,3,3, , , , , , ,3,3,4,4, , , , ,3,3,1, , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , ,1, , , , , , ,1,1, , ,1,1, , , , , , , ,2, , , , , , ,2,2, , ,2,1, , , ,1,1, , ,7,2,1991,1, , , , , , , , ,1, , , ,1,1,67339c3d1c297cc93d7a40d7, , ,3B, ,11A, ,30E,6A, ,5C, ,7C, , , , ,15F, , , ,19D, , , ,22D,23A, , , ,27F,29C, , ,34F
1,1,1,1,1,1,1,1, ,1,1, , ,1,1,1, , ,1, , , ,4,1,1,1,1,1,1,3,4,3,1,1, , , , ,5,5,4,5, , , , ,5,4,5,5, , ,4,4, , ,5,5, , , , , , , , ,4,5, , , , ,5,4, , , , , , , , ,4,4, , ,2,2, , , , ,4,4,5,5, , , , ,4,5, , ,1,1,1, , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , ,1, , ,1, , , , , ,1,1, ,1,1,1, , ,1, , ,3, , ,1, , , , , ,4,3, ,1,3,2, , ,2, , , , , ,6,2,1984,2, , , , , , , , ,1, , ,1, ,39,559bd307fdf99b7d0e839549, , ,3D,4F, , ,30F,6D, ,5E, ,7C, , , , ,15B, , ,18D, , , , ,22C, ,24F, , ,27A,29D, , ,34B
1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , ,4,4,4,1,1,4,4,4,4,4,2,2, , ,4,4, , , , ,5,5,5,5, , ,5,5, , ,5,5, , , , , , ,4,5, , , , ,4,4, , , , ,5,5, , , , , , ,5,5, , ,5,5, , , , , , ,5,5, , ,5,5, , ,4,4, ,1, ,1,1,1, , , ,1, , , , , , , , ,1, , , , , , , , , , , ,1, , , , ,3,3,4,4, ,1,1, ,1, , , , , ,1,1, ,1, ,1,1, , , , ,3,3, ,4, , , , , ,3,2, ,3, ,2,4, , , , , , , ,6,2,1997,1, , , , , , , , ,2, , , , ,6,610508c09d61c098f072605b, ,2E, , ,11E,17D, ,6C, ,5D, , , ,12C, , ,15E, , ,18B, , , ,21D, ,23C, , , ,27B, ,32B, ,34D
2,1,1,1,1,1,1, , , ,1, , , , ,1, ,1, , , , ,2,4,1,1,4,4,4,4,4,4,2,1,1,1, , , , ,1,1, , ,1,1, , ,1,1, , , , ,1,1, , ,1,1, , ,1,1, , , , , , , , , , , , ,1,1,1,1, , , , , , , , ,1,1,1,1, , , , ,1,1, , ,1,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , ,1, , , , , , ,1, , , , , , , , , , , , ,3, , , , , , ,3, , , , , , , , , , , , ,7,1,1996,2, , , , , , , , ,1,1,1, , ,43,66036442d5a1059cf1eac3b5,1B, , ,4A, ,17B, ,6E, , ,31B, ,8E, ,13E, , , , , , ,33D,20A, , , , ,25B,26C, , ,32E, ,34E
2,1,1, ,1,1,1,1, ,1,1, , , , ,1,1,1, , , , ,2,4,1,1,4,4,4,4,4,4,4,1,5,4, , , , , , ,3,3,2,4, , ,4,4, , , , ,5,5, , ,4,5, , , , ,1,4, , , , , , , , , , ,2,3,5,5, , , , , , , , ,3,2,5,4, , , , ,5,4,4,5, , , , ,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5, , , , , ,1,1, ,1,1, ,1, , ,1,1, ,1, , , , , , , ,4,4, ,1,1, ,4, , ,3,2, ,2, , , , , , , , ,7,2,2000,1, , , , , , , , ,1, , , ,1,33,663a5d8c26ac1b80fcf2d470,1C, , , ,11D,17A, ,6E, , ,31D, ,8F, , ,14F, , , , , ,33A,20E, , , , ,25E,26E, , ,32C,9D, 
1,1,1,1,1,1,1,1, ,1,1, , , , ,1, ,1, , , , ,1,1,1,1,1,3,1,1,4,4,1,1, , , , ,5,4, , ,5,5,5,5, , ,5,5, , ,4,5, , , , ,5,5, , , , , , , , ,5,5, , , , , , ,5,4, , ,5,5, , ,2,4, , , , , , ,5,5, , ,5,5,5,5, , ,1, , ,1,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2,4, , , ,1, , ,1, , , , ,1, , , , , , , ,1, , , ,3, , ,1, , , , ,3, , , , , , , ,3, , ,1, , , ,7,2,1970,1,1, ,1, , , , , ,1, , ,1, ,42,66e6097f5c9f9a72249c139a, , ,3E, ,11B,17B, ,6D, ,5B, , ,8D, , , , ,16E, , , ,33F, ,21B, ,23B, , , ,27C, ,32D,9A, 
1,1,1,1,1,1,1, , ,1,1,1, , , ,1, ,1, , , , ,1,1,1,1,1,3,2,3,3,2,1,1,3,4, , , , , , ,2,3,2,2, , ,2,2, , ,1,3, , ,1,1, , , , , , , , , , ,1,2, , , , , , ,1,3, , ,2,3, , ,4,4, , , , ,1,1, , , , ,4,2,1,1, , , ,1,1,1,1,1, , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,5,5,5, ,1, , , , , , , , , ,1, , , , , , ,1, , ,6, , , , , , , , , ,6, , , , , , ,6, , , , , , ,7,2,1971,2, , , , , , ,1,Low sodium,2, , , , ,45,66f0d394b09c995902f6ac22,1E, , , ,11C,17C, ,6F, ,5B, ,7F, , , , , ,16C, , , ,33F, ,21C, ,23D, , ,26D, , ,32B,9E, 
1,1,1,1,1,1,1, , , ,1, , ,1, ,1,1,1,1, , , ,1,1,1,1,1,2,4,4,3,3,1,1, , ,5,5, , , , ,5,5, , ,4,4, , ,4,5, , ,4,4, , , , ,5,5,5,5, , , , , , , , ,5,5, , , , ,5,5, , , , , , ,5,5, , ,4,4, , ,4,4, , , , ,5,5, , , , , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , ,3, , , ,1,1,1,1,1,1,1,1,1,1, ,1, , ,1,1,1,1, , ,3,2,4,3,4,4,3,3,2,2, ,4, , ,2,2,3,3, , ,1, , ,7,2,1978,1, , , , , , , , ,1, , , ,1,19,6660adc22e2da801df89f508, ,2C, , ,11E, ,30E, ,28B, ,31E, , ,12E,13C, , , , ,18A, , ,20B, , , ,24A, ,26B, ,29B, , ,34C
1,1,1,1,1,1,1,1, ,1, , , , , , , ,1, , , , ,1,4,1,1,1,4,4,4,4,4,1,1, , , , ,2,2,1,1, , , , ,1,1, , ,1,1,3,4, , , , ,3,2, , ,1,1, , , , , , , , , , ,2,1, , ,1,1, , , , ,1,1, , , , , , ,3,1,2,2, , ,4,4, , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , ,7,2,1976,2, , , , , , , , ,2, , , , ,51,66d244fa84c5fbc46842a4bb, , ,3A,4C, , ,30B, ,28C,5F, , ,8A, ,13A, , , , , ,19E, ,20C, , ,23E, , , ,27F,29F, ,9C, 
1,1,1,1,1,1,1, , , ,1, , , , ,1, ,1, ,1, ,Frozen pizza,1,3,1,1,1,4,4,4,4,4,2,2, , , , ,2,4,2,4, , ,1,3, , , , ,1,5, , ,1,5, , , , ,2,3, , ,2,5, , , , , , , , ,2,3, , , , ,1,4, , , , ,1,2, , , , ,1,2,1,1, , ,1,3, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,1,1, , ,1, , , , , , , , , , , , , , , ,4,4, , ,2, , , , , , , , , , , , , , ,99,1,1988,1, , , , , , , , ,2, , , , ,22,5cab7cc86d3a6e001519d9e9, , ,3A,4B, ,17A, , ,28F, ,31C, , ,12A, ,14C, , , , ,19C, , ,21E, , ,24F, , ,27E,29A, ,9D, 
1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1, ,Frozen Vegetarian meals,1,1,2,1,1,2,2,2,2,1,1,1,5,5, , , , , , ,1,5,4,4, , , , ,5,5,4,4, , , , ,4,5, , , , ,4,4, , , , , , , , ,4,5, , ,5,5, , , , , , , , ,2,2,5,4, , , , ,5,4,5,5, , ,1, , ,1,1, , , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,1, , , ,1,3,3,3,1, , , , , ,1, ,1, ,1,1,1, ,1,1, , , , ,2, , , , , ,4, ,1, ,2,1,2, ,3,2, , , , ,1, ,2, ,7,2,1976,2, , , , , , , , ,2, , , , ,45,5dd06ed53c870a1526a78264,1A, , , ,11F,17D, , ,28A,5A, , ,8D, , ,14D, , , , ,19A, ,20D, , , , ,25D,26A, , ,32D,9F, 
1,1,1,1,1,1,1, , ,1, , , , ,1,1,1,1,1, , , ,1,1,1,1,1,4,4,4,4,2,1,1, , , , ,4,5, , ,4,4,4,4, , , , ,4,5, , ,4,3, , ,4,4, , , , , , , , ,3,2,4,5, , , , , , , , , , ,4,2, , ,2,4, , , , ,5,5,4,5, , , , ,5,4, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,1,1, ,1, , , ,1,1,1,1,1,1,1, ,1, ,1, , ,3,3, ,3, , , ,3,3,3,3,3,3,3, ,3, ,3, , , , , ,7,2,1987,3, , , , , , ,1,none,1, , ,1,1,26,5fc30c35704ddd267cc9123f, , ,3F, ,11C,17B, , ,28D, ,31D, ,8B, , , , ,16C,10E, , , , , ,22A, ,24D, , ,27D,29E, , ,34B
2,1,1,1,1,1,1, , ,1,1, , , ,1,1, , ,1, , , ,4,1,3,1,4,3,4,4,4,4,2,1, , ,2,4, , ,4,4, , ,3,4, , ,4,5, , , , ,4,4,5,5, , , , , , , , ,1,1, , ,1,1, , , , , , ,3,4, , , , , , ,1,1, , , , ,2,4, , ,5,5,5,5, , , ,1, ,1,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,3,4, , , , , ,1, , , , , ,1,1, , ,1, , , , ,1, , , , ,6, , , , , ,3,3, , ,3, , , , ,5, , , , , ,99,1,2007,1, , , , , , , , ,1, , ,1, ,5,65086f2649def1239311b3bd, ,2D, ,4E, ,17D, ,6D, , ,31B,7B, , , , ,15F, ,10A, , , ,20C, , , ,24B, , ,27D, ,32D,9D, 
2,1,1,1, ,1,1,1, , , ,1, , , , ,1,1, , , , ,2,4,2,2,3,4,4,4,4,3,1,1, , , , ,4,3, , ,3,4, , ,4,1, , ,3,4, , ,3,2, , ,4,3, , ,3,3, , , , , , ,2,4, , , , , , , , , , ,3,1, , , , ,3,1,3,1, , ,2,4, , ,4,3, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , ,5, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , ,7,1,1987,2, , , , , , , , ,99, , , , ,39,65674bbe06cda795e73bfcce, , ,3C, ,11B, ,30D, ,28A, ,31A, ,8F, ,13F, , , ,10D, , , , , ,22F, , ,25A,26F, ,29C, ,9F, 
1,1,1,1,1,1,1,1, ,1,1, , , ,1,1,1,1,1, , , ,1,1,1,1,2,3,4,2,1,1,1,1, , ,5,5, , ,4,4, , , , ,5,4,5,4, , , , ,5,4,5,4, , , , , , ,5,5, , , , ,5,5, , , , , , , , , , ,4,5,4,3, , , , ,5,5, , , , ,5,4,5,5, , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4, , , , , , ,1, , ,1,1,1, ,1,1, ,1,1, , , , , , , , ,2, , ,2,2,3, ,4,4, ,2,2, , , , , ,2, , ,5,1,1990,2, , , , , , ,1,None,1, ,1, , ,10,66ffc2f1e0292e21a1635c1a, ,2E, ,4D, , ,30B,6B, , ,31F,7A, , , ,14D, , ,10A, , , , , ,22B,23F, , ,26D, , ,32F,9A, 
1,1,1,1,1,1,1, , ,1, , , ,1, ,1, ,1,1, , , ,1,2,3,1,1,2,1,3,3,2,1,1,4,5, , , , , , ,3,3, , ,5,4,4,5, , ,5,4, , , , , , ,4,4, , , , , , ,5,4, , ,3,3, , , , , , ,5,5, , , , , , ,3,4,4,5, , , , ,4,3,4,4, , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,1, , ,1, ,1,1,1,1, ,1,1,1,1, ,1,1, , ,3,2, , ,3, ,2,2,2,1, ,3,4,1,3, ,2,2, ,1, , , ,3,1,1998,1, , , , , , , , ,2, , , , ,10,66f7521d3a2fc04dfad8e69a,1F, , , ,11B, ,30C,6F, ,5D, , , ,12D, , , ,16B, ,18C, , , ,21B, , , ,25C,26D, , ,32A,9A, 
1,1,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,1, ,(fried potatoes),1,1,1,1,4,4,4,4,2,1,1,1, , ,3,3, , ,3,3, , ,4,3, , ,3,4, , ,4,4, , ,4,4, , , , , , ,4,4, , , , , , , , , , ,4,3,4,5, , , , , , ,2,3, , ,5,4, , , , ,5,4, , ,3,3, , , , , , ,1,just bare, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, , , , ,1, , , ,1, ,1, , , , , , , , ,1, , , , ,1, , , ,1, ,1, , , , , , , , ,99,1,1982,2, , , , , , , , ,2, , , , ,21,5fa4c21a04bc5912180291bc, ,2F, ,4A, ,17A, ,6B, ,5A, ,7E, , , ,14B, , , , , ,33C,20E, , , ,24E, ,26B, , ,32E, ,34F
